terme,"IF(AVG(dico_titre) = 3, 'en', if(AVG(dico_titre) = 4, 'fr', 'en-fr'))"
"Radix bezoardica",en
"Radix carlo sancto",en
"Radix cava",en
"Radix china",en
"Radix dulcis",en
"Radix idaea",en
"Radix rinzango",en
"Radix sanctae helenae",en
"Radix simarouba",en
"Radix ursina",en
Radula,en-fr
Raia,en-fr
Raiz-d'empose,en-fr
Rallus,en-fr
Ramag,en-fr
"Ramalis vena",en-fr
Ramed,en-fr
"Ramena pou-maram",en
Ramena-pou-maram,fr
Ramentum,en-fr
Ramex,en-fr
Ramigri,en-fr
Ramus,en-fr
Rana,en-fr
"Rana viridis",en
ranac,fr
Ranciditas,en-fr
Rancula,en-fr
Randia,en-fr
Rangifer,en-fr
"Raninae venae",en-fr
Ranula,en-fr
"Ranunculo affinis",en-fr
Ranunculoides,en-fr
Ranunculus,en-fr
Rapa,en-fr
Rapax,en-fr
Raphanedon,en
Raphaneloeon,en
"Raphaninum oleum",en-fr
Raphanistrum,en-fr
Raphanus,en-fr
Raphe,en-fr
Raphis,en
Rapistrum,en-fr
Rapum,en-fr
Rapunculus,en-fr
Rapuntium,en-fr
Rarefacientia,en-fr
Rasa,en-fr
Rasaketi,en-fr
Rascacio,fr
Rascatio,en
Rasceta,en-fr
Rasedo,fr
"Rasilis Aerugo",en-fr
"rasioglossi musculi",fr
Rasorium,en-fr
Raspatorium,en-fr
Rasteta,en-fr
Rastol,en-fr
Rastul,en-fr
Rasura,en-fr
Rasurae,fr
"Rationis os",en-fr
Ratis,en-fr
Raucedo,en
Raved,en-fr
Raxach,en-fr
Realgar,en-fr
Rebis,en-fr
Rebisola,en-fr
Rebolea,en-fr
Rebona,en-fr
Rebus,en-fr
Receptaculum,en-fr
"receptaculum chyli",fr
"Receptarii medici",en-fr
Receptum,en-fr
Recessus,en-fr
Recha,en-fr
rechia,fr
Recidiva,en-fr
Recipe,en-fr
Recipiens,en-fr
Reciprocatio,en-fr
Reclusio,en-fr
Recocta,en-fr
Recolatio,en-fr
Recordatio,en-fr
Recorporatio,en-fr
Recreatio,en-fr
Recrementum,en-fr
Recrudescentia,en-fr
Rectificatio,en-fr
"Rectum intestinum",en-fr
Rectus,en-fr
Recursio,en-fr
Recutiti,en-fr
Redivivus,en-fr
Reduc,en-fr
Reductio,en-fr
Reduplicatio,en-fr
Reduvia,en-fr
redux,fr
Refe,en-fr
Refectio,en-fr
Reficientia,en-fr
Refinatio,en-fr
Refrigeratio,en-fr
Refrigeratorium,en-fr
Regeneratio,en-fr
Regimen,en-fr
Regina,en-fr
"Regina prati",en
Regio,en-fr
"Regionalis morbus",en-fr
Registeres,en-fr
"Regius morbus",en-fr
Regnum,en-fr
Regulus,en-fr
Rejectio,en-fr
Rel,en-fr
Relaxantia,en-fr
Relaxatio,en-fr
Relollaeum,en-fr
Reminiscentia,en-fr
Remissio,en-fr
Remora,en-fr
"Renale emplastrum",en-fr
Renchus,en-fr
Renes,en-fr
Renovatio,en-fr
"Renuans musculus",en-fr
Renunciatio,en-fr
Repandatio,en-fr
Repellentia,en-fr
Repercutientia,en-fr
Repletio,en-fr
Repositio,en-fr
Reprimentia,en-fr
Repulsoria,en-fr
Repurgatio,en
"Res naturales",en-fr
"Res non naturales",en-fr
"Res praeter naturam",en-fr
Reseda,en-fr
Resina,en-fr
"Resina jalapii",en
"Resina scammonii",en
"Resinatum vinum",en-fr
Resinocerum,en-fr
Resolutio,en-fr
Resolutivus,en-fr
Resolventia,en-fr
Resonitus,en-fr
Resorbentia,en-fr
Respiratio,en-fr
Ressella,en-fr
ressuscitatio,fr
"Resta bovis",en
Restabovis,fr
Restauratio,fr
Restinctio,en-fr
Restitutio,en-fr
Restoratio,en
Resumptiva,en-fr
Resuscitatio,en-fr
"Rete mirabile",en
Rete-mirabile,fr
Retenta,en-fr
Retepora,en-fr
Reticularis,en-fr
Reticulum,en-fr
retiformis,fr
Retina,en-fr
Retinaculum,en-fr
Retorta,en-fr
Retractio,en-fr
"Retrahens auriculam",en-fr
Retransmutatio,en-fr
Retrimentum,en-fr
Retrocessio,en-fr
Reverberatio,en-fr
Reverberatorium,en-fr
reverberium,fr
Reversio,en-fr
Revivificatio,en-fr
Reviviscentia,en-fr
Revocatio,en-fr
Revulsio,en-fr
Rex,en-fr
Rha,en-fr
Rhabarbarum,en-fr
Rhabdoides,en-fr
Rhachia,en-fr
rhachiaei,fr
Rhachis,en-fr
Rhachisagra,en-fr
Rhachitae,en-fr
Rhacos,en-fr
Rhacosis,en-fr
Rhaeboides,en-fr
Rhaebos,en-fr
Rhagades,en-fr
Rhagadiae,en-fr
Rhagadiolus,en-fr
Rhage,en-fr
Rhages,en-fr
Rhagium,en-fr
Rhagoides,en-fr
Rhamma,en-fr
Rhamnoides,en-fr
Rhamnus,en-fr
Rhanteres,en-fr
Rhaphanedon,fr
Rhaphanelaeon,fr
Rhaphanus,en-fr
Rhaphe,en-fr
Rhaphis,fr
Rhaponticum,en-fr
Rhaspe,en-fr
Rhastone,en-fr
Rhasut,en-fr
Rhechia,en-fr
Rhegma,en-fr
Rhegmatias,en-fr
Rhegmochasmos,en-fr
Rhembe,en-fr
"Rhenanum vinum",en-fr
Rhenchos,en-fr
Rheon,en-fr
Rhetine,en-fr
Rheum,en-fr
Rheuma,en-fr
Rheumatismus,en-fr
Rhexis,en-fr
Rhicnosis,en-fr
Rhigos,en-fr
Rhinarion,en-fr
Rhine,en-fr
Rhinema,en-fr
Rhinenchysis,en-fr
Rhinenchytes,en-fr
Rhinion,en-fr
Rhinisma,en-fr
Rhinoceros,en-fr
Rhinoptes,en-fr
Rhinos,en-fr
Rhipidion,en-fr
Rhiptasmos,en-fr
Rhiza,en-fr
Rhizagra,en-fr
Rhizias,en-fr
Rhizophora,en-fr
Rhizotomus,en-fr
Rhoa,en-fr
Rhodapsinthaton,en-fr
Rhodelaeum,en-fr
"Rhodia radix",en-fr
Rhodiacon,en-fr
Rhodides,en-fr
Rhodinon,en-fr
Rhodites,fr
"Rhodites vinum",en
"Rhodium lignum",en-fr
Rhododaphne,en-fr
Rhododendron,en-fr
Rhodomeli,en-fr
Rhodomelon,en-fr
Rhodon,en-fr
Rhodosaccharum,en-fr
Rhodostacton,en-fr
Rhodostagma,en-fr
Rhoe,en-fr
Rhoeas,en-fr
Rhogme,en-fr
Rhogmos,en-fr
Rhoicos,en-fr
Rhoidarium,en-fr
Rhoites,en
"Rhomboides musculus",fr
"Rhomboides musuclus",en
Rhombos,en-fr
Rhombus,en-fr
Rhomma,en-fr
Rhonchos,en-fr
Rhopalosis,en-fr
Rhope,en
Rhophema,en
Rhox,en-fr
Rhus,en-fr
Rhyas,en-fr
Rhyema,en-fr
Rhyma,en-fr
Rhyme,en-fr
Rhymma,en-fr
Rhyndace,en-fr
Rhypodes,en-fr
Rhypos,en-fr
Rhypticos,en-fr
Rhysis,en-fr
Rhyssemata,en-fr
Rhythmos,en-fr
Rhytidosis,en-fr
"Rial Armenigos",en-fr
Ribes,en-fr
Ribesia,en-fr
Ricinoides,en-fr
Ricinokarpos,en-fr
Ricinus,en-fr
Rigor,en-fr
"Rigor Nervorum",en
Rillus,en-fr
Rima,en-fr
Rimula,en-fr
"Rinaeus musculus",en-fr
Rinar,en-fr
Riparius,en-fr
Risigallum,en-fr
Ristorum,en-fr
Risus,en-fr
Ritro,en-fr
Riwand,en-fr
riwandtzini,fr
Roades,en-fr
Rob,en-fr
Robertianum,en-fr
Robes,en-fr
Robigo,en-fr
Roborantia,en-fr
Robur,en-fr
Robys,en-fr
Rocella,en-fr
Rochetta,en-fr
"Rochum alumen",en-fr
Rododendion,en
Rododendron,fr
Rogga,en-fr
rohel,fr
Rohob,en-fr
"Romana adriana antidotus",en-fr
Ronas,en-fr
Rondeletia,en-fr
Rondessa,en-fr
Rorella,en-fr
Roriferus,en-fr
Ros,en-fr
"Ros solis",en-fr
"Ros syriacus",en
Rosa,en-fr
"Rosa hierichuntica",en
Rosalia,en-fr
Rosania,fr
"Rosania or Rosalia",en
Rosboth,en-fr
Rosca,en-fr
Roscolae,en-fr
Rosio,en-fr
Rosmadian,en-fr
Rosmarinus,en-fr
Rosmarus,en-fr
Rostriformis,en-fr
Rostrum,en-fr
Rotang,en-fr
Rotatores,en-fr
Rotila,en-fr
Rotula,en-fr
Rotumha,en-fr
Rotundifolia,en
"Rotundus major",en-fr
"Rotundus minor",en
Roucou,en-fr
Rub,en-fr
"Rubea icteritia",en-fr
Rubecula,fr
Rubefacientia,en-fr
Rubella,en-fr
Rubellianae,en-fr
Rubellio,en-fr
Rubeola,en-fr
Rubercula,en
Rubeta,en-fr
Rubia,en-fr
"Rubia synanchica",en
Rubicilla,en-fr
Rubificantia,en-fr
Rubigo,en-fr
Rubinus,en-fr
"Rubrica fabrilis",en-fr
"Rubrica sinopica",en
Rubus,en-fr
Rucma,en-fr
ructatio,fr
Ructus,en-fr
Ruellia,en-fr
"Ruffus Ephesius",fr
"Rufus ephesius",en-fr
Ruga,en-fr
Rugitus,en-fr
Ruma,en-fr
Rumex,en-fr
Rumigi,en
"Ruminantia animalia",en-fr
Rumphal,en-fr
rumygi,fr
Rupicapra,en-fr
Ruptorium,en-fr
rusangi,fr
Rusatagi,en-fr
Ruscus,en-fr
Rusma,en-fr
Rusticula,en-fr
Ruta,en-fr
"Ruta canina",en
"Ruta capraria",en
"Ruta hypericoides",en
"Ruta muraria",en
"Ruta pratensis",en
Rutaceum,en-fr
Ruteta,en-fr
Ruticilla,en-fr
Rutilus,en-fr
Ruysch,en-fr
Ruyschiana,en-fr
S,en-fr
Saamouna,en-fr
Sabdariffa,en-fr
sabena,fr
Sabina,en-fr
Sabion,fr
Sabon,en
Saccellum,en-fr
Sacchar,en-fr
saccharum,fr
"Saccharum hordeatum",en
"Saccharum nitratum",en
"Saccharum rosatum",en
"Saccharum saturni",en
"Saccharum scorbuticum",en
"Saccharum tabulatum compositum",en
"Saccharum tabulatum simplex",en
Saccitonium,en-fr
"Sacculi adiposi",en-fr
"Sacculi medicinales",en-fr
"Sacculus chyliferus",en-fr
"Sacculus cordis",en-fr
Saccus,en-fr
"Saccus lacteus",en-fr
Sacer,en-fr
"Sacer Ignis",en
"Sacer Morbus",en
"Sacer Musculus",en
"Sacra fistula",en-fr
"Sacra tinctura",en
"Sacra Vasa",en
"Sacranus color",en-fr
Sacres,en
"Sacro-lumbaris musculus",en-fr
"Sacrum os",en-fr
Sactim,en-fr
Sadir,en-fr
Saepae,en-fr
Saffatum,en-fr
Sagadenon,en-fr
Sagapenum,en-fr
Sagda,en-fr
"Sagimen vitri",en-fr
Sagitta,en-fr
"Sagittalis sutura",en-fr
Sagittaria,en-fr
"Sagittaria Alexipharmica",en
"Sagminalis herba",en-fr
Sagou,en-fr
Sagzenea,en-fr
sahafati,fr
Sahafatum,en-fr
Sahara,en
Saic,en-fr
Saire,en-fr
Sakmunia,en-fr
Sal,en-fr
"Sal acidum",en
"Sal alcali",en
"Sal alembrot",en
"Sal ammoniacum",en
"Sal anatron",en
"Sal animalium",en
"Sal catharticum amarum",en
"Sal catharticus hispanicus",en
"Sal corallii",en
"Sal corum cervi",en
"Sal ebshamense",en
"Sal enixum paracelsi",en
"Sal essentiale",en
"Sal ex duobus",en
"Sal fixum",en
"Sal fluor",en
"Sal fossile",en
"Sal gemmae",en
"Sal indicum",en
"Sal jovis",en
"Sal lixiviosum",en
"Sal marinum",en
"Sal martis",en
"Sal medium",en
"Sal mercuriale",en
"Sal mirabile glauberi",en
"Sal neutrum",en
"Sal nitri",en
"Sal polychreston",en
"Sal polychrestum de seignette",en
"Sal prunellae",en
"Sal sedativum",en
"Sal succini",en
"Sal sulphuris",en
"Sal tartari",en
"Sal theriacale",en
"Sal urinosum",en
"Sal vitri",en
"Sal volatile",en
"Sal volatile oleosum",en
Salamandra,fr
Salappa,en-fr
"Salcae oleum",en-fr
Salefur,en-fr
Salep,en-fr
Salicaria,en-fr
Salicornia,en-fr
"Saliunca neapolitana",en-fr
Saliva,en-fr
"Salivales ductus",en-fr
Salivalis,fr
Salivantia,en
Salivaris,en
Salivatio,en-fr
Salix,en-fr
Sallena,en-fr
Salmerinus,en-fr
salmero,fr
Salmo,en-fr
Salome,en-fr
"Salomonis sigillum",en-fr
Salpa,en-fr
Salpetra,en-fr
Salpingo-pharyngaeus,en-fr
"Salpingo-staphilinus musculus",en
"Salpingo-staphylinus musculus",fr
Salsamentum,en-fr
Salsaparilla,en-fr
Salsatura,en-fr
Salsedo,en-fr
"Salsedo mucrum",en
"Salsedo murcrum",fr
Salsugo,en-fr
Saltabri,en-fr
Salvatella,en-fr
Salvia,en-fr
"Salvia agrestis",en
"Salvia montana",en
"Salvia sylvestris",en
"Salvia vitae",en
Salz,en-fr
Sambach,en-fr
Sambucus,en-fr
"Sambucus palustris",en
"Sambucus rosea",en
Samech,en-fr
Samen,en-fr
"Samia terra",en-fr
Samies,en-fr
"Samius lapis",en-fr
Samoloides,en-fr
Samolus,en-fr
Samparantam,en-fr
Sampsuchinum,en-fr
Sampsuchum,en-fr
Samstravadi,en-fr
"San marthanum lignum",en
"San-lucianum lignum",en-fr
"San-marthanum lignum",fr
Sanalia,en-fr
Sanamunda,en-fr
"Sanctum lignum",en-fr
Sandaracha,en-fr
"Sandaracha graecorum",en
Sandastros,en-fr
"Sandilz anglorum",en-fr
Sandiver,en-fr
Sandix,en-fr
Sandyx,en-fr
Sanguiculum,en-fr
Sanguifactio,en
Sanguificatio,fr
Sanguifluus,en-fr
Sanguifuca,en-fr
"Sanguinalis herba",en-fr
Sanguinarius,en-fr
Sanguinea,en-fr
Sanguineus,en-fr
Sanguiniolum,en-fr
Sanguipurgium,en-fr
Sanguis,en-fr
"Sanguis draconis",en-fr
Sanguisorba,en-fr
Sanguisuga,en-fr
Sanguisugum,en-fr
Sanicula,en-fr
"Sanicula alpina",en
"Sanicula americana",en
"Sanicula Faemina",en
"Sanicula montana",en
"Sanicula montana americana",en
Sanies,en-fr
Saniodes,en-fr
Sanitas,en-fr
Santalum,en-fr
"Santalum album",en
"Santalum citrinum",en
"Santalum rubrum",en
Santerna,en-fr
Santolina,en-fr
"Santonicum semen",en-fr
sapa,en-fr
Saperda,en
Saperdae,fr
Saphada,en-fr
Saphaena,en-fr
Saphera,en-fr
Sapindus,en-fr
Sapinus,en-fr
Sapo,en-fr
Sapon,en-fr
Saponaria,en-fr
Saponea,en-fr
Sapor,en-fr
Sapota,en-fr
Sapphirus,en-fr
Saprias,en-fr
Sapurus,en-fr
Saraffi,en-fr
Sarapous,en-fr
Sarca,en-fr
Sarcion,en-fr
Sarcocele,en-fr
Sarcocolla,en-fr
Sarcoepiplocele,en-fr
Sarcoma,en-fr
Sarcomphalon,en-fr
Sarcophagos,en-fr
Sarcophyia,en-fr
Sarcopyodes,en-fr
Sarcosis,en-fr
Sarcothlasis,en-fr
Sarcotica,en-fr
Sarda,en-fr
sardina,fr
"sardius lapis",fr
"Sardonius risus",en-fr
Sardonix,fr
Sardonyx,en
Sardus,en-fr
Sare,en-fr
Sarfar,en-fr
Sargazo,en-fr
Sargus,en-fr
"Sarmatica lues",en-fr
Saropus,en-fr
sarra,fr
Sarracena,en-fr
Sarrampio,en-fr
Sarsaparilla,en-fr
Sartorius,en
"Sartorius musculus",fr
Sarx,en-fr
"Sassaf syrorum",en-fr
Sassafras,en-fr
Sassifica,en-fr
Sathe,en-fr
Satiriace,fr
Saturantia,en-fr
Saturatio,en-fr
Satureia,en-fr
Saturnus,en-fr
Satyriace,en
Satyriasis,en-fr
Satyrion,en-fr
Saunia,en-fr
Saure,en-fr
Saururus,en-fr
Savich,en-fr
Savonea,en-fr
Saxifraga,en-fr
"Saxifraga montana",en
"Saxonicus pulvis",en-fr
Sayrsa,en-fr
Sbesten,en-fr
Scabies,en-fr
Scabiosa,en-fr
Scabrus,en-fr
Scacurcula,en-fr
"Scadida calli",en-fr
Scala,en-fr
"Scaleni musculi",en-fr
Scalprum,en-fr
Scamma,en-fr
Scammonia,en-fr
Scammonites,en-fr
Scammonium,en-fr
Scamnum,fr
"Scamnum hippocratis",en
Scampiuza,en-fr
Scandella,en-fr
Scandix,en-fr
Scanton,en-fr
Scapellatum,en-fr
Scapha,en-fr
Scaphion,en-fr
Scaphis,en-fr
"Scaphoides os",en-fr
Scapula,en-fr
"Scarabaeus cornutus",en
"Scarabaeus cronutus",fr
"Scarabaeus pilularis",en
"Scarabaeus unctuosus",en
Scarabelaphus,en-fr
Scardula,en-fr
Scarificatio,en-fr
scarificator,fr
Scarificatorium,en-fr
Scariola,en-fr
"Scarlatina febris",en-fr
Scarlea,en-fr
Scarolachanum,en-fr
Scarus,en-fr
Scatea,en-fr
Scaurus,en-fr
Sceilen,en-fr
"Scelerata herba",en-fr
Sceleton,en-fr
Sceletyrbe,en-fr
Scelos,en-fr
Scelotyrbe,en-fr
Scempsis,en-fr
Scenos,en-fr
Sceparnos,en-fr
Scepastra,en-fr
Scepe,en-fr
Schagri-cottam,en-fr
Schasis,en-fr
Schehendingi,fr
Schehendinigi,en
Schem-pariti,en-fr
Schema,en-fr
Scherbet,en-fr
"Scherunam cottam",en
Scherunam-cottam,fr
Scherus-chunda,en-fr
Schesis,en-fr
Schetaea,en-fr
Scheticos,en-fr
Schetti,en-fr
Schias,en-fr
Schidacedon,en-fr
Schindalmos,en-fr
Schinelaeon,en-fr
schiomachia,fr
Schisma,en-fr
"Schistus lapis",en-fr
Schoenanthus,en-fr
Schoenobata,en-fr
Schoenoprassum,en-fr
Schorigeriam,en-fr
Schulli,en-fr
Schunda-pana,en-fr
Sciaena,en-fr
Sciamachia,en-fr
Sciatica,en-fr
Sciden,en-fr
Scilla,en-fr
"Scilliticum acetum",en-fr
Scincus,en-fr
"Scintilla veneris",en-fr
Scirona,en-fr
Scirpus,en-fr
Scirrhones,en-fr
Scirrhosis,en-fr
Scirrhus,en-fr
Scirrus,fr
Sciurus,en
Sclarea,en-fr
Scleria,en-fr
Scleriasis,en-fr
Sclerocoitia,en-fr
Scleroma,en-fr
Sclerophthalmia,en-fr
Sclerosarcoma,en-fr
Sclerosis,en-fr
Sclerotica,en
"Sclerotica tunica",fr
sclerus,fr
Scliroma,en-fr
Sclirosis,en-fr
Sclirus,en-fr
Sclopetum,en-fr
Scobs,en-fr
Scodeghino,en-fr
Scodinema,en-fr
"Scolecia aerugo",en-fr
Scolecium,en
Scolecoides,en-fr
Scolesium,fr
Scolex,en-fr
Scoliosis,en-fr
Scoliotes,en-fr
Scolopax,en-fr
Scolopendra,en-fr
"Scolopendra marina",en
Scolopendria,en-fr
Scolopomachaerion,en-fr
Scolymocephalus,en-fr
Scolymus,en-fr
Scomber,en-fr
Scombrus,en-fr
Scoparia,en-fr
Scops,en-fr
Scoptula,en-fr
Scopula,en-fr
Scorax,en-fr
Scorbutica,en-fr
Scorbutus,en-fr
Scordium,en-fr
Scordolaser,en-fr
Scoria,en-fr
Scorith,en-fr
Scorodon,en-fr
Scorodonia,en-fr
Scorodoprassum,en-fr
Scorodothlaspi,en-fr
Scorodotis,en-fr
Scorpiaca,en-fr
Scorpio,en-fr
Scorpiodectos,en-fr
"Scorpiodes leguminosa",en
Scorpioides,en-fr
"Scorpioides major",en
"Scorpioides matthioli",en
Scorpioplectos,en-fr
scorpis,fr
"Scorpiurus annuus",en-fr
"Scorpiurus palustris",en
Scorpius,en-fr
"Scorpius marinus",en
Scorpoena,fr
"Scorpoena or Scorpis",en
Scortum,en-fr
Scorzonera,en-fr
"Scorzonera subcoerulea",en
Scotodinos,en-fr
scotoma,fr
Scotomia,en-fr
Scotos,en-fr
Screatio,en-fr
Scriblita,en-fr
"Scribonius largus",en-fr
Scriptulus,en-fr
"Scrobiculus cordis",en-fr
Scroffa,en-fr
Scrollus,en-fr
Scrophula,en-fr
Scrophularia,en-fr
Scrotocele,en-fr
Scrotum,en-fr
Scrupulus,en-fr
Scuma,en-fr
"Scuta tabesi",en-fr
"Scutalis cartilago",en-fr
Scutellaria,en-fr
"Scutiforme os",en-fr
"Scutiformis cartilago",en-fr
Scutum,en-fr
Scybala,en
Scybelites,en
Scylacion,en-fr
Scyrala,fr
Scyrelites,fr
Scyros,en-fr
Scytala,en-fr
Scytalides,en-fr
Scytalion,en-fr
"Scythica radix",en-fr
Seb,en-fr
Sebel,en-fr
Sebesten,en-fr
Sebum,en-fr
Secacul,en-fr
Secale,en-fr
Secamone,en-fr
Secaniaben,fr
Secaniabin,en
Secessus,en-fr
Secha,en-fr
Secla,en-fr
Secretio,en-fr
Secta,en-fr
Sectacroa,en-fr
Secundiformis,en-fr
Secundinae,en-fr
Secur,en-fr
Securidaca,en-fr
Sedaff,en-fr
"Sedalia vasa",en-fr
Sedantia,en-fr
"Sedentarium os",en-fr
Sedes,en
Sedhe,en-fr
Sedigitus,en-fr
Sedimentum,en-fr
Sedina,en-fr
Sedma,en-fr
Sedum,en-fr
"Sedum aquatile",en
"Sedum minus fruticosum",en
"Sedum petraeum",en
Segax,en-fr
Segith,en-fr
Sel,fr
"Sel serapionis",en
Selaa,en-fr
Selachos,en-fr
Selaginoides,en-fr
Selago,en-fr
Selatus,en-fr
"Seldonium alcali",en-fr
Seleniacon,en
Seleniacum,fr
selenippum,fr
Selenites,en-fr
Seleri,en-fr
Selibra,en-fr
Selinites,en-fr
"Selinum montanum",en-fr
"Selinum segitale",en-fr
"Selinusia terra",en-fr
"Sella turcica",en-fr
Semasia,en-fr
Sembella,en-fr
Semeiotice,en-fr
Semen,en-fr
Semi-congius,fr
Semi-cupium,fr
"Semi-membranosus musculus",fr
"Semi-nervosus musculus",fr
"Semi-spinalis colli",fr
"Semi-spinalis dorsi",en-fr
"Semi-verberatorius ignis",fr
Semicongius,en
Semicupium,en-fr
Semidalis,en-fr
Semifibuleus,en
"Semifibuleus musculus",fr
"Semimembranosus musculus",en
Semimetalla,en-fr
Seminalis,en-fr
"Seminervosus musculus",en
"Semir hombus",fr
Semirhombus,en
Semis,en-fr
Semiscilicus,fr
Semisextum,en-fr
Semisicilicus,en
Semisideratus,en-fr
Semisis,fr
Semispeculum,en-fr
"Semispinalis colli",en
Semissis,en
Semitertiana,en-fr
Semitium,fr
semiuncia,fr
"Semiverberatorius ignis",en
Semotim,en-fr
Sempervivum,en-fr
Semuncia,en-fr
Sena,en-fr
Sendanegum,en-fr
Senecio,en-fr
"Senecta anguium",en-fr
Senella,en-fr
Senembi,en-fr
Senica,en-fr
Senna,en-fr
Sensatio,en-fr
Sensibilis,en-fr
Sensificus,en-fr
Sensio,en-fr
Sensitorium,en-fr
Sensorium,en-fr
"Sensus externi",en-fr
"Sensus interni",en
Sentis,en-fr
Separatio,en-fr
Separatorium,en-fr
Sepedon,en-fr
Sephiros,en-fr
Sepia,en-fr
Sepium,en-fr
Seplasiarius,en
Seplasiarus,fr
Seps,en-fr
Septa,en-fr
Septana,en-fr
Septentrio,en-fr
Septica,en-fr
Septinervia,en-fr
"Septum cordis",en-fr
"Septum lucidum",en
"Septum narium",en
"Septum transversum",en
Sequestratio,en-fr
Serangodes,en-fr
Serapias,en-fr
Serapinus,en-fr
serapionis,fr
Serapium,en-fr
Serbet,en-fr
Serex,en-fr
Sergeticum,en-fr
Sericiacum,en-fr
Sericum,en-fr
Serides,fr
"serifole bengalensium",fr
Serinus,en-fr
Seriola,en-fr
Seriphium,en-fr
Seris,en-fr
Serjania,en-fr
Serosus,en-fr
Serpens,en-fr
"Serpens indicus",en
"Serpens marinus",en
"Serpentaria nigra",en-fr
"Serpentaria virginiana",en
Serpentarium,en
"Serpentarium lignum",fr
Serpentina,en-fr
serpentinus,en-fr
Serpheta,en-fr
Serpigo,en-fr
Serpillum,en-fr
Serra,en-fr
Serrata,en-fr
Serratula,en-fr
"Serratus major",en-fr
"Serratus minor anticus",en
Serriola,en
"Serriola sertolara",fr
Sertolara,en
Sertula,en-fr
Serum,en-fr
Servitus,en-fr
Sesamion,en-fr
"Sesamoidea ossa",en-fr
Sesamoides,en-fr
Sesamum,en-fr
Sesban,en-fr
Sescuncia,en-fr
Seseli,en-fr
"Seseli aethiopicum",en
"Seseli creticum",en
"Seseli maritimum",en
"Seseli massiliense",en
"Seseli montanum",en
"Seseli palustre",en
"Seseli peloponense",en
"Seseli pyrenaicum",en
"Seseli vulgaris",en
Sesqui,en-fr
Sesqui-alterum,fr
Sesqui-hemina,fr
Sesqui-libra,fr
Sesqui-obolus,fr
Sesqui-sextarium,fr
Sesqui-uncia,fr
Sesquialterum,en
Sesquihemina,en
Sesquilibra,en
Sesquiobolus,en
Sesquiplum,en-fr
"Sesquisex l'arium",en
Sesquiuncia,en-fr
Sessilis,en-fr
Setaceum,en-fr
Setanios,en-fr
"seu Gazella",en
Seulo,en-fr
Seutlomalache,en-fr
"sev archimedis",fr
Sevatio,en-fr
"Severi collyrium",en-fr
Sevum,en-fr
Sextans,en-fr
Sextarius,en-fr
Sextula,en-fr
Sexunx,en-fr
"Sferro cavallo",en-fr
Sherardia,en-fr
Siagonagra,en-fr
Sialagoga,fr
Sialismus,en-fr
Sialochoos,en-fr
Sialogoga,en
Sibar,en-fr
Sibare,en-fr
Sibedata,en-fr
Sibetina,en-fr
Sibilus,en-fr
Siccantia,en-fr
Sicchasia,en-fr
Siccus,en-fr
Sicelica,en-fr
"siciliana planta",fr
Siciliane,en-fr
Sicilicum,en-fr
siclium,fr
Sicua,en-fr
sicula,fr
Sicyedon,en-fr
Sicyoides,en-fr
Sicyone,en-fr
"Sicyonium oleum",en-fr
"Sicyonium simplex",en
Sicys,en-fr
Sida,en-fr
Sida-pou,en-fr
Sideratio,en-fr
Sideritis,en-fr
Sideros,en-fr
Sidia,en-fr
Sidioides,fr
Sidoides,en
Sief,en-fr
Sielismus,en-fr
Sielocinetica,en-fr
Sigia,en-fr
"Sigillata terra",en-fr
"Sigillum hermeticum",en
"Sigillum salomonis",fr
"Sigillum solomonis",en
Sigmoides,en-fr
silac,fr
Silach,en-fr
Silaum,en-fr
Siler,en-fr
"Silesiaca terra",en-fr
Silex,en-fr
Silicetus,en-fr
Silignis,en-fr
Siligo,en-fr
Silipit,en-fr
Siliqua,en-fr
"Siliqua hirsuta",en
Siliquastrum,en-fr
Silphium,en-fr
Silurus,en-fr
Silybum,en-fr
Simarouba,en-fr
"Simbor mangianam",en-fr
Simia,en-fr
Simila,en-fr
similago,fr
Simitas,en-fr
Simitium,en
Simivulpa,en-fr
Simos,en-fr
simothes,fr
"Sin e pari",en
Sinapeloeon,en-fr
Sinapi,en-fr
"Sinapi album",en
"Sinapi echinatum",en
"Sinapi monspessulanum",en
Sinapisis,en-fr
Sinapismus,en-fr
Sinapistrum,en-fr
Sinapium,en-fr
Sinciput,en-fr
"Sine pari",fr
"sinense pomum",fr
Singultus,en-fr
"Sinopica rubrica",en-fr
Sinopis,en-fr
Sinus,en-fr
Sion,en-fr
Siouanna,fr
Siphac,en-fr
Siphilis,en-fr
"Siphita parva",en-fr
Sira,en-fr
Siracostum,en-fr
Siraeum,en-fr
Sirenes,en-fr
Siriasis,en-fr
"Siricon de plumbo",en-fr
Siringa,en-fr
Sirones,en-fr
Sirsen,en-fr
Sirypus,en-fr
Sirza,en-fr
Sisarum,en-fr
"Sisarum syriacum",en
Siser,en-fr
Sison,en-fr
Sisymbrium,en-fr
Sisyrrhinchium,en-fr
Sitanius,en-fr
Sitiologice,en-fr
Sition,en
Sitis,en-fr
Sitos,en-fr
Sitospeltum,en-fr
Sitta,en-fr
Sium,en-fr
"sive diacodion",en
"sive Distillatio",en
"sive major",en
"sive minor",en
Sjouanna,en
Smaltum,en-fr
"Smaragdinum emplastrum",en-fr
Smaragdus,en-fr
Smaris,en-fr
Smectis,en-fr
Smegma,en-fr
Smele,en-fr
